Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,775318,1.0000,0.0045,3000,✅
2,792350,0.9963,0.0082,2989,
3,778920,0.9953,0.0079,2986,
4,8093118,0.9500,0.0100,2850,
5,778915,0.9453,0.0092,2836,
6,778906,0.9117,0.0097,2735,
7,8188926,0.8940,0.0102,2682,
8,8095941,0.8097,0.0113,2429,
9,792783,0.7797,0.0112,2339,
10,792358,0.7217,0.0110,2165,
11,8098446,0.7147,0.0102,2144,
12,793405,0.6313,0.0109,1894,
13,793768,0.6150,0.0108,1845,
14,784049,0.5923,0.0059,1777,
15,777253,0.5807,0.0110,1742,
16,767940,0.5333,0.0083,1600,
17,8092190,0.5290,0.0088,1587,
18,8121694,0.4810,0.0114,1443,
19,776935,0.3997,0.0113,1199,
20,779608,0.3410,0.0103,1023,
21,8121692,0.2627,0.0118,788,
22,8150394,0.0000,0.0000,0,
23,777087,0.0000,0.0000,0,
