Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,788794,0.9980,0.0072,2994,✅
2,777945,0.9667,0.0081,2900,
3,777948,0.9660,0.0088,2898,
4,793998,0.9267,0.0093,2780,
5,780299,0.9173,0.0100,2752,
6,772804,0.8800,0.0078,2640,
7,784907,0.8523,0.0084,2557,
8,8172412,0.8450,0.0076,2535,
9,8172414,0.8390,0.0082,2517,
10,8093316,0.8297,0.0089,2489,
11,8158965,0.7923,0.0095,2377,
12,8087967,0.7893,0.0078,2368,
13,772763,0.7283,0.0072,2185,
14,772764,0.7230,0.0090,2169,
15,783619,0.7103,0.0092,2131,
16,788695,0.7100,0.0080,2130,
17,780283,0.6420,0.0088,1926,
18,8091304,0.5367,0.0087,1610,
19,778082,0.4347,0.0086,1304,
20,786001,0.4203,0.0092,1261,
21,788905,0.4067,0.0076,1220,
22,8096342,0.3897,0.0088,1169,
23,772805,0.3750,0.0108,1125,
24,778091,0.3293,0.0087,988,
25,772725,0.2683,0.0088,805,
26,772726,0.2500,0.0117,750,
27,8112097,0.2440,0.0121,732,
28,8181146,0.2403,0.0124,721,
29,774596,0.2223,0.0126,667,
30,779434,0.1537,0.0123,461,
