scan,coarse_processing_time,coarse_rank,coarse_cum_error,fine_processing_time,fine_rank,fine_fitness,fine_rmse,fine_nb_inliers_correspondence_set
8111520.ply,0.08108234405517578,1.0,0.3342352348820033,2.4451680183410645,1.0,0.35633333333333334,0.013856112068079456,266
8112097.ply,0.07512903213500977,9.0,0.5806053803584603,29.13909673690796,1.0,1.0,0.005861244800264363,749
8114863.ply,0.07993149757385254,7.0,0.644946003600238,27.44156813621521,1.0,0.9843333333333333,0.010679093241849343,489
8117985.ply,0.08641219139099121,1.0,0.19091972273267227,0.8308908939361572,1.0,1.0,0.00351380234838631,2713
8121692.ply,0.09688830375671387,2.0,0.6571323772730258,4.923529863357544,2.0,0.9996666666666667,0.0024213260452459018,2017
8121694.ply,0.07136297225952148,1.0,0.6796219593034122,5.1847240924835205,1.0,1.0,0.0027161306570197686,1628
8122643.ply,0.08347368240356445,1.0,0.3671806811090681,9.264089822769165,1.0,1.0,0.0036941295266737896,787
8122655.ply,0.08661890029907227,6.0,0.4273584619173747,28.485565185546875,1.0,1.0,0.004370377239658315,1048
8125655.ply,0.10592412948608398,5.0,0.22771069801738003,51.924755573272705,1.0,0.9966666666666667,0.01034576028769813,673
8126238.ply,0.13631939888000488,3.0,0.27205389706952293,27.37699055671692,2.0,0.9763333333333334,0.00835189532865244,879
8126325.ply,0.0881659984588623,2.0,0.255793934341748,28.22247624397278,3.0,0.981,0.007984803558642027,866
8126327.ply,0.13362526893615723,2.0,0.275727115463233,32.54692983627319,1.0,1.0,0.004991709489890001,976
8126425.ply,0.12373900413513184,4.0,0.2309419340605849,49.47027635574341,3.0,0.9946666666666667,0.010564386166571927,632
8139623.ply,0.1380786895751953,1.0,0.2778128539782591,36.40524482727051,1.0,0.9996666666666667,0.008649185273854509,512
8139718.ply,0.09781026840209961,2.0,0.6574920905802034,9.431904077529907,1.0,1.0,0.005701025792833636,979
8139855.ply,0.08112788200378418,1.0,0.28247308344364297,14.16000485420227,1.0,1.0,0.007916620614156369,525
8141343.ply,0.09889101982116699,1.0,0.296503512833168,2.5251448154449463,1.0,1.0,0.0019369813287701831,2913
8141860.ply,0.13455915451049805,1.0,0.17760810834022708,40.95639634132385,1.0,0.959,0.008439126068924345,410
8143504.ply,0.0991978645324707,3.0,0.21911157721129898,45.99820923805237,2.0,0.9953333333333333,0.009799932655399742,679
8144696.ply,0.1427745819091797,1.0,0.399663334449701,13.147233963012695,1.0,1.0,0.00311806488787615,1224
8148795.ply,0.10555171966552734,7.0,0.47513271068408264,27.818533182144165,1.0,1.0,0.006603418060800611,655
8149518.ply,0.11216449737548828,2.0,0.21783797227279839,46.05211353302002,2.0,0.994,0.01044848722782073,620
8150394.ply,0.08976435661315918,2.0,0.9547199615671393,2.1550521850585938,2.0,1.0,0.0013094092026238848,2112
8155627.ply,0.08138370513916016,3.0,0.30858254595094153,45.702760219573975,1.0,0.9833333333333333,0.007148143792503424,465
8158965.ply,0.08065032958984375,2.0,0.736858368241342,5.598306179046631,1.0,0.9986666666666667,0.0064305122586952755,358
8166038.ply,0.08312463760375977,1.0,0.22761655361029362,29.940186262130737,1.0,1.0,0.006862090525911239,547
8166043.ply,0.08653378486633301,20.0,0.6391078258336457,31.570070505142212,20.0,0.6476666666666666,0.011275105016301948,980
8171486.ply,0.0874485969543457,1.0,0.3401788161139317,9.641178369522095,1.0,1.0,0.005476139343015473,0
8172406.ply,0.07481551170349121,2.0,0.42675331580771886,32.15813422203064,4.0,0.6743333333333333,0.013794419058286654,517
8172410.ply,0.10410499572753906,2.0,0.2425362632206409,26.710691690444946,1.0,0.911,0.008939310349382057,335
8172412.ply,0.1044301986694336,15.0,0.9810186785059062,8.478137254714966,1.0,0.997,0.007027779632719127,363
8172414.ply,0.10449433326721191,14.0,0.9780241863310071,10.594143152236938,1.0,0.9966666666666667,0.006534678500842393,338
8174395.ply,0.08180785179138184,7.0,0.8873262406648829,5.444154977798462,1.0,0.9776666666666667,0.005471306454353074,1198
8174397.ply,0.08253836631774902,8.0,0.6725250308692815,7.851251840591431,3.0,0.8426666666666667,0.009278151168473137,0
8176904.ply,0.10265111923217773,7.0,0.7356661623167587,4.790964126586914,1.0,0.7246666666666667,0.011951483094762193,412
8176966.ply,0.08109092712402344,3.0,0.41706116246605957,15.098810911178589,2.0,0.8893333333333333,0.010792015328411972,123
8176978.ply,0.12128496170043945,3.0,0.2661909459451669,15.416023254394531,1.0,0.9046666666666666,0.011645103459332975,535
8178944.ply,0.10378551483154297,20.0,0.9271952187365582,12.346739292144775,2.0,0.9996666666666667,0.005155191019271843,1361
8179499.ply,0.10530638694763184,121.0,1.638740239113983,15.463703632354736,,,,892
8179589.ply,0.07680916786193848,6.0,0.6508828903180305,16.70297336578369,1.0,0.8533333333333334,0.010791213479597895,138
8179592.ply,0.10550189018249512,17.0,0.8406844200150878,12.236932277679443,2.0,0.9466666666666667,0.010603313634704892,217
8179609.ply,0.08440732955932617,270.0,1.8782236592753323,13.38192343711853,,,,244
8179611.ply,0.12569332122802734,11.0,0.669450299772635,13.81140947341919,1.0,0.9766666666666667,0.010855157971706938,721
8179614.ply,0.12122249603271484,20.0,0.8803111996055359,11.81882119178772,2.0,0.9203333333333333,0.010942259966930917,299
8179617.ply,0.10490965843200684,5.0,0.9419141433809242,5.551868200302124,1.0,0.8693333333333333,0.00813885244521592,339
8179627.ply,0.07116317749023438,3.0,0.5973127616509707,5.617743968963623,1.0,1.0,0.0035825131700518453,1687
8179629.ply,0.08685684204101562,60.0,1.1798399989365937,19.771106958389282,,,,521
8179631.ply,0.09360384941101074,257.0,2.0665312911424665,19.777663230895996,,,,340
8181146.ply,0.0887141227722168,17.0,1.015497780769265,10.473026275634766,,,,212
8181152.ply,0.07962155342102051,1.0,0.24793647899173502,24.032792806625366,1.0,1.0,0.005403836881707146,582
8181354.ply,0.07925772666931152,2.0,0.34221600536800534,29.10954761505127,1.0,0.8306666666666667,0.009312272437145058,485
8186079.ply,0.08431124687194824,26.0,0.9681458126210818,11.748826265335083,8.0,0.975,0.00873477682685261,352
8188922.ply,0.09148836135864258,1.0,0.22348986520292097,8.503837823867798,1.0,1.0,0.005013215621109554,1159
8188926.ply,0.08048534393310547,1.0,0.25126512962909664,5.7429280281066895,1.0,1.0,0.004861735199770682,2020
8188996.ply,0.08581113815307617,,,3.8148720264434814,,,,2420
