Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,794871,0.9220,0.0104,2766,✅
2,794870,0.9150,0.0107,2745,
3,8172406,0.9030,0.0107,2709,
4,793999,0.7997,0.0105,2399,
5,793998,0.7653,0.0108,2296,
6,780300,0.7137,0.0104,2141,
7,785169,0.7123,0.0113,2137,
8,794008,0.6933,0.0091,2080,
9,780299,0.6797,0.0106,2039,
10,772132,0.6513,0.0098,1954,
11,8092992,0.6417,0.0099,1925,
12,779434,0.6390,0.0113,1917,
13,8087967,0.6237,0.0086,1871,
14,772144,0.6173,0.0088,1852,
15,8092901,0.6123,0.0083,1837,
16,788923,0.6117,0.0090,1835,
17,779815,0.5923,0.0085,1777,
18,774596,0.5787,0.0077,1736,
19,779530,0.5683,0.0087,1705,
20,779533,0.5677,0.0080,1703,
21,784907,0.5660,0.0092,1698,
22,8149518,0.5660,0.0081,1698,
23,8181146,0.5650,0.0089,1695,
24,8126425,0.5640,0.0079,1692,
25,8143504,0.5620,0.0089,1686,
26,8125655,0.5543,0.0096,1663,
27,788794,0.5533,0.0110,1660,
28,783596,0.5527,0.0091,1658,
29,785173,0.5437,0.0126,1631,
30,772804,0.5427,0.0100,1628,
31,788698,0.5360,0.0087,1608,
32,8186079,0.5360,0.0115,1608,
33,775262,0.5333,0.0079,1600,
34,772764,0.5317,0.0101,1595,
35,781926,0.5317,0.0094,1595,
36,792441,0.5317,0.0088,1595,
37,772805,0.5290,0.0075,1587,
38,8172412,0.4957,0.0082,1487,
39,8172414,0.4780,0.0070,1434,
40,788909,0.4770,0.0097,1431,
41,785150,0.4613,0.0135,1384,
42,772763,0.4527,0.0077,1358,
43,780283,0.4463,0.0106,1339,
44,783619,0.4320,0.0098,1296,
45,8141860,0.4303,0.0089,1291,
46,792161,0.4133,0.0088,1240,
47,8155627,0.3820,0.0095,1146,
48,798475,0.3753,0.0104,1126,
49,771736,0.3743,0.0090,1123,
50,8112097,0.3403,0.0082,1021,
51,8094080,0.3303,0.0113,991,
52,8091304,0.3047,0.0072,914,
53,8096342,0.2973,0.0081,892,
54,798480,0.2687,0.0106,806,
55,793548,0.2507,0.0115,752,
56,8093316,0.2387,0.0123,716,
57,787914,0.2193,0.0128,658,
58,780827,0.1950,0.0100,585,
59,778082,0.1920,0.0102,576,
60,775310,0.1830,0.0112,549,
61,777948,0.1800,0.0118,540,
62,774935,0.1723,0.0114,517,
63,778091,0.1593,0.0090,478,
64,777945,0.1577,0.0113,473,
65,788905,0.1167,0.0105,350,
66,772726,0.0967,0.0108,290,
67,788695,0.0820,0.0119,246,
68,772725,0.0643,0.0122,193,
