Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,792803,0.9577,0.0079,2873,
2,780706,0.9557,0.0089,2867,⬅️
3,777135,0.8287,0.0099,2486,
4,777553,0.8087,0.0076,2426,
5,8166038,0.6693,0.0118,2008,
6,786001,0.6393,0.0115,1918,
7,793793,0.6380,0.0114,1914,
8,777141,0.6150,0.0112,1845,
9,8092284,0.6080,0.0121,1824,
10,765199,0.5973,0.0098,1792,
11,782185,0.5940,0.0101,1782,
12,8122655,0.5390,0.0126,1617,
13,781923,0.4960,0.0109,1488,
14,765202,0.4827,0.0107,1448,
15,8088206,0.4563,0.0099,1369,
16,8105335,0.4067,0.0107,1220,
17,777551,0.3987,0.0120,1196,
18,784111,0.3920,0.0116,1176,
19,777043,0.3747,0.0100,1124,
20,8181152,0.3713,0.0107,1114,
21,781916,0.3523,0.0113,1057,
22,793426,0.3270,0.0103,981,
23,791705,0.3050,0.0106,915,
24,8103576,0.2917,0.0107,875,
25,788771,0.2857,0.0109,857,
26,8093514,0.2817,0.0097,845,
27,781613,0.2783,0.0122,835,
28,8178944,0.2637,0.0120,791,
29,8103578,0.2437,0.0078,731,
