Rank,CAD,Score (lower is better),Eigenvalues,Status
1,780279,0.4518,"0.1240, 0.0090, 0.0033",✅
2,782016,0.7457,"0.0963, 0.0081, 0.0001",
3,781744,0.7842,"0.1001, 0.0060, 0.0015",
4,780287,0.9261,"0.1048, 0.0122, 0.0001",
5,776572,0.9371,"0.1024, 0.0150, 0.0065",
6,8092901,0.9710,"0.0385, 0.0075, 0.0066",
7,787914,0.9886,"0.0383, 0.0085, 0.0024",
8,8179617,0.9920,"0.1107, 0.0025, 0.0002",
9,777948,1.0118,"0.0640, 0.0096, 0.0001",
10,8141860,1.0349,"0.0324, 0.0088, 0.0025",
11,777945,1.0383,"0.0632, 0.0099, 0.0001",
12,788794,1.0476,"0.0598, 0.0097, 0.0001",
13,8143504,1.0681,"0.0200, 0.0089, 0.0034",
14,8149518,1.0697,"0.0200, 0.0089, 0.0034",
15,8125655,1.0709,"0.0199, 0.0089, 0.0034",
16,8126425,1.0720,"0.0198, 0.0089, 0.0034",
17,783596,1.0725,"0.0201, 0.0090, 0.0034",
18,772804,1.0785,"0.0477, 0.0090, 0.0000",
19,783619,1.0838,"0.0584, 0.0055, 0.0011",
20,8104983,1.1000,"0.1076, 0.0191, 0.0054",
21,784907,1.1031,"0.0400, 0.0096, 0.0012",
22,781926,1.1131,"0.0210, 0.0084, 0.0018",
23,772763,1.1201,"0.0350, 0.0085, 0.0001",
24,772764,1.1211,"0.0349, 0.0085, 0.0001",
25,772805,1.1265,"0.0473, 0.0097, 0.0000",
26,785169,1.1277,"0.0352, 0.0121, 0.0044",
27,8158965,1.1304,"0.0668, 0.0047, 0.0002",
28,763640,1.1541,"0.0957, 0.0014, 0.0001",
29,768552,1.1575,"0.0149, 0.0087, 0.0079",
30,8181354,1.1618,"0.0146, 0.0085, 0.0083",
31,774935,1.1644,"0.0138, 0.0073, 0.0028",
32,794516,1.1689,"0.0076, 0.0061, 0.0052",
33,8093316,1.1708,"0.0399, 0.0068, 0.0000",
34,792441,1.1799,"0.0169, 0.0080, 0.0012",
35,778082,1.1800,"0.0572, 0.0049, 0.0001",
36,792440,1.1958,"0.0172, 0.0077, 0.0012",
