Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,8111409,0.5640,0.0131,1692,✅
2,8179609,0.3767,0.0126,1130,
3,785682,0.2727,0.0145,818,
4,788926,0.2197,0.0100,659,
5,771615,0.1600,0.0128,480,
6,8179631,0.1517,0.0125,455,
7,771742,0.1490,0.0134,447,
8,787761,0.1460,0.0129,438,
9,783475,0.1370,0.0137,411,
10,771612,0.1327,0.0132,398,
11,781070,0.1307,0.0133,392,
12,8179629,0.1250,0.0131,375,
13,781071,0.1173,0.0125,352,
14,8095212,0.1120,0.0129,336,
15,794863,0.1103,0.0134,331,
16,793982,0.0983,0.0121,295,
17,794864,0.0907,0.0140,272,
18,783854,0.0893,0.0138,268,
19,8091602,0.0693,0.0121,208,
20,793981,0.0663,0.0119,199,
