Rank,CAD,Score (lower is better),Eigenvalues,Status
1,788926,0.2420,"0.1054, 0.0748, 0.0046",✅
2,776556,0.3870,"0.1165, 0.0669, 0.0000",
3,780252,0.4494,"0.1124, 0.0622, 0.0001",
4,778632,0.4571,"0.1374, 0.0463, 0.0042",
5,8179589,0.4801,"0.1238, 0.0499, 0.0002",
6,780296,0.5023,"0.1113, 0.0560, 0.0000",
7,780295,0.5031,"0.1114, 0.0557, 0.0000",
8,8179592,0.5138,"0.1199, 0.0432, 0.0001",
9,779545,0.5484,"0.1465, 0.0642, 0.0008",
10,8104983,0.5630,"0.1076, 0.0191, 0.0054",
11,770066,0.5946,"0.1047, 0.0500, 0.0001",
12,8091607,0.5994,"0.0985, 0.0569, 0.0001",
13,8179614,0.6094,"0.1126, 0.0380, 0.0001",
14,776572,0.6122,"0.1024, 0.0150, 0.0065",
15,8091602,0.6180,"0.0838, 0.0690, 0.0006",
16,780288,0.6288,"0.1053, 0.0443, 0.0001",
17,780279,0.6299,"0.1240, 0.0090, 0.0033",
18,8095189,0.6356,"0.1545, 0.0889, 0.0008",
19,783854,0.6418,"0.0858, 0.0412, 0.0082",
20,791817,0.6624,"0.1477, 0.0532, 0.0000",
21,8091592,0.6636,"0.1561, 0.0910, 0.0008",
22,792430,0.6972,"0.1023, 0.0232, 0.0025",
23,791816,0.6999,"0.1486, 0.0487, 0.0000",
24,792429,0.7363,"0.0912, 0.0452, 0.0001",
25,8095212,0.7655,"0.0751, 0.0579, 0.0006",
26,8104629,0.7792,"0.1643, 0.0590, 0.0129",
27,793981,0.7969,"0.0679, 0.0644, 0.0002",
28,793982,0.7970,"0.0679, 0.0644, 0.0002",
29,772733,0.7993,"0.0719, 0.0604, 0.0000",
30,787761,0.8138,"0.0919, 0.0468, 0.0147",
31,8179631,0.8159,"0.0667, 0.0424, 0.0037",
32,772769,0.8350,"0.0816, 0.0423, 0.0001",
33,8176904,0.8433,"0.1829, 0.0816, 0.0003",
34,792937,0.8448,"0.0736, 0.0494, 0.0004",
35,780287,0.8462,"0.1048, 0.0122, 0.0001",
36,8111409,0.8533,"0.0897, 0.0692, 0.0190",
37,787629,0.8544,"0.0854, 0.0236, 0.0020",
38,8179617,0.8564,"0.1107, 0.0025, 0.0002",
39,781744,0.8702,"0.1001, 0.0060, 0.0015",
40,8179609,0.8774,"0.0509, 0.0433, 0.0052",
41,8179629,0.8879,"0.0645, 0.0423, 0.0023",
