Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,779699,1.0000,0.0040,3000,✅
2,777991,0.9210,0.0064,2763,
3,8139718,0.9130,0.0070,2739,
4,791705,0.8977,0.0069,2693,
5,8122655,0.8937,0.0084,2681,
6,777133,0.8840,0.0084,2652,
7,778844,0.8417,0.0063,2525,
8,765201,0.8230,0.0064,2469,
9,781613,0.8127,0.0062,2438,
10,8144696,0.7617,0.0079,2285,
11,777043,0.7350,0.0107,2205,
12,8178944,0.6993,0.0107,2098,
13,781282,0.6813,0.0092,2044,
14,794515,0.6357,0.0102,1907,
15,781923,0.6117,0.0110,1835,
16,791713,0.5903,0.0089,1771,
17,8103576,0.5817,0.0110,1745,
18,778897,0.5240,0.0097,1572,
19,8171486,0.5037,0.0116,1511,
20,798512,0.4730,0.0099,1419,
21,8117985,0.4570,0.0107,1371,
22,778899,0.3573,0.0108,1072,
23,8063089,0.3553,0.0113,1066,
24,777217,0.3533,0.0125,1060,
