Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,772749,0.9073,0.0113,2722,
2,772745,0.8957,0.0099,2687,
3,772741,0.8953,0.0094,2686,
4,780299,0.8847,0.0089,2654,
5,780300,0.8807,0.0088,2642,⬅️
6,788920,0.8757,0.0105,2627,
7,793998,0.8697,0.0098,2609,
8,772809,0.7900,0.0089,2370,
9,788923,0.7447,0.0096,2234,
10,772742,0.6630,0.0084,1989,
11,777948,0.6330,0.0084,1899,
12,776560,0.6327,0.0091,1898,
13,785997,0.6003,0.0092,1801,
14,8087967,0.5860,0.0085,1758,
15,780283,0.4880,0.0097,1464,
16,771731,0.3580,0.0097,1074,
17,8096342,0.3387,0.0107,1016,
