Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,792358,1.0000,0.0064,3000,
2,792350,0.9787,0.0078,2936,⬅️
3,778920,0.9610,0.0101,2883,
4,8171486,0.9480,0.0098,2844,
5,8188926,0.9457,0.0082,2837,
6,8098446,0.9287,0.0091,2786,
7,778899,0.9163,0.0102,2749,
8,775318,0.8647,0.0091,2594,
9,777253,0.8517,0.0080,2555,
10,778906,0.8500,0.0103,2550,
11,777239,0.8293,0.0098,2488,
12,777087,0.8277,0.0100,2483,
13,792783,0.7713,0.0095,2314,
14,778915,0.7690,0.0110,2307,
15,8150394,0.7627,0.0110,2288,
16,784049,0.7457,0.0111,2237,
17,776935,0.7247,0.0090,2174,
18,793789,0.7080,0.0110,2124,
19,767340,0.6707,0.0116,2012,
20,792510,0.6643,0.0104,1993,
21,8095941,0.6003,0.0100,1801,
22,8121694,0.5147,0.0112,1544,
23,794601,0.4690,0.0096,1407,
24,8121692,0.4587,0.0119,1376,
25,798351,0.3567,0.0110,1070,
