Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,777043,1.0000,0.0039,3000,✅
2,8178944,0.9430,0.0088,2829,
3,791705,0.9277,0.0098,2783,
4,8181152,0.9000,0.0104,2700,
5,781613,0.8973,0.0097,2692,
6,8093514,0.8490,0.0092,2547,
7,8103576,0.8073,0.0096,2422,
8,8179627,0.7613,0.0106,2284,
9,779699,0.7387,0.0103,2216,
10,8122655,0.6323,0.0110,1897,
11,774135,0.6257,0.0089,1877,
12,781282,0.6193,0.0112,1858,
13,8088206,0.5933,0.0107,1780,
14,794515,0.5880,0.0109,1764,
15,8139718,0.5857,0.0105,1757,
16,8144696,0.5240,0.0073,1572,
17,8171486,0.4513,0.0119,1354,
18,777217,0.3847,0.0106,1154,
19,784111,0.3670,0.0115,1101,
