Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,778504,0.9913,0.0088,2974,✅
2,774937,0.9527,0.0092,2858,
3,792161,0.9293,0.0112,2788,
4,793793,0.8140,0.0122,2442,
5,783617,0.8080,0.0096,2424,
6,8111165,0.7877,0.0136,2363,
7,8111167,0.7823,0.0137,2347,
8,777135,0.7247,0.0121,2174,
9,779533,0.7230,0.0127,2169,
10,779530,0.7190,0.0111,2157,
11,8092284,0.6553,0.0102,1966,
12,8094080,0.6450,0.0117,1935,
13,792803,0.6320,0.0110,1896,
14,792441,0.6303,0.0125,1891,
15,792440,0.6273,0.0110,1882,
16,781926,0.6260,0.0122,1878,
17,780706,0.5930,0.0112,1779,
18,775310,0.5803,0.0115,1741,
19,780273,0.5563,0.0108,1669,
20,8166038,0.5427,0.0088,1628,
21,8139623,0.5173,0.0122,1552,
22,8091936,0.4953,0.0142,1486,
23,793832,0.4717,0.0111,1415,
24,798475,0.4610,0.0119,1383,
25,798480,0.4473,0.0114,1342,
26,777551,0.4463,0.0118,1339,
27,781921,0.4240,0.0115,1272,
28,783595,0.4177,0.0096,1253,
29,777141,0.4153,0.0107,1246,
30,794273,0.3917,0.0114,1175,
31,8105335,0.3597,0.0109,1079,
32,8179499,0.3543,0.0115,1063,
33,8111161,0.3450,0.0123,1035,
34,8089434,0.3420,0.0112,1026,
35,777553,0.3367,0.0116,1010,
36,8166043,0.3270,0.0095,981,
37,778448,0.3253,0.0122,976,
38,8155627,0.3060,0.0115,918,
39,793548,0.3060,0.0114,918,
40,782185,0.3030,0.0112,909,
41,793796,0.2937,0.0119,881,
42,785887,0.2700,0.0111,810,
43,8126238,0.2617,0.0094,785,
44,8126325,0.2490,0.0116,747,
45,786001,0.2183,0.0125,655,
46,8126327,0.1807,0.0115,542,
