Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,788695,1.0000,0.0063,3000,✅
2,774596,1.0000,0.0060,3000,
3,8181146,0.9763,0.0066,2929,
4,8172412,0.9670,0.0061,2901,
5,8172414,0.9670,0.0066,2901,
6,785997,0.9220,0.0079,2766,
7,8093316,0.8450,0.0072,2535,
8,772764,0.7963,0.0094,2389,
9,772763,0.7500,0.0068,2250,
10,781899,0.6217,0.0090,1865,
11,786001,0.5493,0.0073,1648,
12,8105335,0.5233,0.0104,1570,
13,8100975,0.4940,0.0099,1482,
14,765199,0.4527,0.0101,1358,
15,771736,0.4107,0.0125,1232,
16,788905,0.3123,0.0097,937,
17,763638,0.3027,0.0077,908,
18,778429,0.2670,0.0100,801,
19,8100966,0.2467,0.0110,740,
20,776560,0.2330,0.0121,699,
21,8100969,0.1947,0.0113,584,
22,8101572,0.1470,0.0115,441,
