Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,792429,0.9267,0.0112,2780,
2,772745,0.9027,0.0106,2708,
3,772741,0.9023,0.0107,2707,
4,8179611,0.8933,0.0109,2680,
5,772749,0.8883,0.0114,2665,
6,793997,0.8817,0.0100,2645,⬅️
7,772769,0.8573,0.0103,2572,
8,8176966,0.8470,0.0109,2541,
9,8176978,0.8413,0.0120,2524,
10,777942,0.8367,0.0106,2510,
11,793978,0.8363,0.0105,2509,
12,793975,0.8290,0.0100,2487,
13,780254,0.8217,0.0108,2465,
14,772801,0.8170,0.0092,2451,
15,780300,0.7843,0.0095,2353,
16,780299,0.7793,0.0095,2338,
17,772809,0.7770,0.0088,2331,
18,793998,0.7593,0.0102,2278,
19,772810,0.7453,0.0088,2236,
20,788920,0.7360,0.0113,2208,
21,772742,0.6520,0.0101,1956,
22,776560,0.6343,0.0111,1903,
23,785997,0.5253,0.0104,1576,
24,8095212,0.5243,0.0117,1573,
25,8087967,0.5107,0.0093,1532,
26,792937,0.3410,0.0110,1023,
27,771731,0.3183,0.0106,955,
28,8096342,0.3137,0.0085,941,
29,8112097,0.2230,0.0095,669,
