Rank,CAD,Score (lower is better),Eigenvalues,Status
1,781916,0.1498,"0.0062, 0.0030, 0.0006",
2,781917,0.1774,"0.0062, 0.0031, 0.0007",
3,8103578,0.1852,"0.0055, 0.0028, 0.0006",
4,793426,0.1862,"0.0055, 0.0028, 0.0006",
5,8093514,0.2035,"0.0072, 0.0024, 0.0005",
6,8181152,0.3219,"0.0079, 0.0024, 0.0004",
7,781923,0.3247,"0.0044, 0.0026, 0.0006",⬅️
8,788771,0.3480,"0.0052, 0.0032, 0.0005",
9,781915,0.4155,"0.0050, 0.0028, 0.0009",
10,8089434,0.4167,"0.0077, 0.0021, 0.0009",
11,774135,0.4168,"0.0066, 0.0007, 0.0005",
12,781912,0.4209,"0.0044, 0.0029, 0.0007",
13,776840,0.4255,"0.0044, 0.0024, 0.0008",
14,8178944,0.4480,"0.0043, 0.0024, 0.0004",
15,777043,0.4484,"0.0067, 0.0012, 0.0003",
16,784111,0.4753,"0.0086, 0.0025, 0.0003",
17,781613,0.4789,"0.0043, 0.0023, 0.0004",
18,791705,0.4876,"0.0046, 0.0029, 0.0003",
19,8103576,0.4985,"0.0046, 0.0029, 0.0002",
20,793796,0.5014,"0.0062, 0.0036, 0.0012",
21,785887,0.5066,"0.0059, 0.0030, 0.0014",
22,8088206,0.5574,"0.0085, 0.0021, 0.0003",
23,8122655,0.5628,"0.0045, 0.0032, 0.0002",
24,777240,0.5816,"0.0032, 0.0024, 0.0007",
25,765201,0.5846,"0.0049, 0.0033, 0.0001",
26,8179627,0.5895,"0.0083, 0.0023, 0.0000",
27,8126327,0.5996,"0.0054, 0.0041, 0.0009",
28,777551,0.6169,"0.0088, 0.0037, 0.0005",
29,8148795,0.6363,"0.0033, 0.0028, 0.0008",
30,777217,0.6886,"0.0045, 0.0008, 0.0005",
31,794262,0.6961,"0.0055, 0.0017, 0.0015",
32,8166043,0.7040,"0.0062, 0.0044, 0.0013",
33,777991,0.7221,"0.0041, 0.0020, 0.0000",
34,777553,0.7254,"0.0059, 0.0059, 0.0006",
35,8139718,0.7273,"0.0033, 0.0023, 0.0002",
36,779861,0.7359,"0.0053, 0.0044, 0.0001",
37,794515,0.7603,"0.0042, 0.0010, 0.0003",
38,8139855,0.7626,"0.0027, 0.0022, 0.0008",
39,8174397,0.7721,"0.0028, 0.0017, 0.0006",
40,8126325,0.7780,"0.0038, 0.0038, 0.0009",
41,8126238,0.7831,"0.0038, 0.0038, 0.0009",
42,8063088,0.7908,"0.0073, 0.0004, 0.0000",
43,777141,0.8080,"0.0102, 0.0036, 0.0005",
44,775316,0.8198,"0.0098, 0.0029, 0.0000",
45,8166038,0.8409,"0.0099, 0.0041, 0.0005",
46,8122643,0.8480,"0.0047, 0.0045, 0.0001",
47,779699,0.8529,"0.0034, 0.0014, 0.0002",
48,778897,0.8649,"0.0050, 0.0002, 0.0002",
49,777133,0.8771,"0.0025, 0.0025, 0.0000",
50,793791,0.8939,"0.0078, 0.0003, 0.0000",
51,781282,0.8960,"0.0041, 0.0008, 0.0001",
52,778844,0.9197,"0.0024, 0.0024, 0.0000",
53,781914,0.9315,"0.0022, 0.0013, 0.0006",
54,8144696,0.9634,"0.0037, 0.0005, 0.0003",
55,794273,0.9773,"0.0078, 0.0061, 0.0008",
56,8117985,0.9780,"0.0033, 0.0013, 0.0000",
57,765202,0.9896,"0.0087, 0.0048, 0.0001",
58,789366,1.0074,"0.0045, 0.0022, 0.0021",
59,777239,1.0092,"0.0024, 0.0009, 0.0005",
60,8179499,1.0130,"0.0077, 0.0063, 0.0008",
61,8171486,1.0156,"0.0017, 0.0016, 0.0004",
62,8111161,1.0290,"0.0073, 0.0055, 0.0014",
63,792358,1.0301,"0.0018, 0.0011, 0.0006",
64,8063089,1.0558,"0.0038, 0.0005, 0.0000",
65,772841,1.0974,"0.0088, 0.0001, 0.0000",
66,772840,1.1103,"0.0089, 0.0001, 0.0000",
67,8188922,1.1188,"0.0024, 0.0014, 0.0012",
68,778915,1.1555,"0.0014, 0.0009, 0.0005",
69,791713,1.1615,"0.0035, 0.0003, 0.0000",
70,8188926,1.2057,"0.0011, 0.0008, 0.0005",
71,778899,1.2244,"0.0026, 0.0003, 0.0001",
72,798512,1.2635,"0.0029, 0.0002, 0.0000",
73,792350,1.2639,"0.0011, 0.0008, 0.0003",
74,792510,1.2804,"0.0024, 0.0005, 0.0000",
75,778906,1.2851,"0.0016, 0.0006, 0.0003",
76,775318,1.3052,"0.0011, 0.0005, 0.0004",
77,778920,1.3090,"0.0014, 0.0006, 0.0003",
78,767340,1.3312,"0.0024, 0.0003, 0.0000",
79,763620,1.3635,"0.0024, 0.0001, 0.0000",
80,794679,1.3644,"0.0024, 0.0001, 0.0000",
81,763621,1.3650,"0.0024, 0.0001, 0.0000",
82,777087,1.3680,"0.0012, 0.0010, 0.0000",
83,793789,1.3811,"0.0020, 0.0003, 0.0000",
84,777253,1.4067,"0.0013, 0.0008, 0.0000",
85,8098446,1.4147,"0.0014, 0.0004, 0.0001",
86,8093118,1.4338,"0.0006, 0.0004, 0.0003",
87,794601,1.4441,"0.0018, 0.0001, 0.0000",
88,793646,1.4539,"0.0138, 0.0031, 0.0001",
89,798351,1.4542,"0.0019, 0.0000, 0.0000",
90,8095941,1.4641,"0.0013, 0.0002, 0.0001",
91,776935,1.4752,"0.0015, 0.0003, 0.0000",
92,8092284,1.4766,"0.0096, 0.0074, 0.0005",
93,792783,1.4790,"0.0006, 0.0006, 0.0001",
94,8121694,1.4961,"0.0015, 0.0001, 0.0000",
95,8121692,1.4969,"0.0015, 0.0001, 0.0000",
96,8150394,1.5019,"0.0008, 0.0006, 0.0000",
97,780273,1.5081,"0.0086, 0.0058, 0.0019",
98,784049,1.5193,"0.0010, 0.0004, 0.0000",
99,782185,1.5320,"0.0139, 0.0038, 0.0003",
100,767940,1.5659,"0.0005, 0.0005, 0.0000",
101,793405,1.5705,"0.0005, 0.0003, 0.0001",
102,793832,1.5711,"0.0133, 0.0039, 0.0012",
103,793768,1.5713,"0.0007, 0.0003, 0.0000",
104,8092190,1.5737,"0.0006, 0.0005, 0.0000",
105,777135,1.5878,"0.0092, 0.0084, 0.0007",
106,779608,1.5943,"0.0005, 0.0005, 0.0000",
107,8092171,1.6131,"0.0006, 0.0002, 0.0000",
108,765199,1.6259,"0.0129, 0.0048, 0.0001",
109,763660,1.6519,"0.0005, 0.0001, 0.0000",
110,8141343,1.6567,"0.0004, 0.0001, 0.0000",
111,793689,1.6679,"0.0004, 0.0001, 0.0000",
112,794159,1.6815,"0.0004, 0.0000, 0.0000",
113,783617,1.6978,"0.0109, 0.0048, 0.0019",
114,792795,1.7058,"0.0001, 0.0001, 0.0000",
115,792803,1.7239,"0.0104, 0.0083, 0.0006",
116,780706,1.7308,"0.0104, 0.0083, 0.0006",
117,8105335,1.7870,"0.0139, 0.0050, 0.0002",
118,8111165,1.8399,"0.0090, 0.0059, 0.0025",
119,8111167,1.8405,"0.0090, 0.0059, 0.0025",
120,8174395,1.8510,"0.0148, 0.0042, 0.0000",
121,775510,1.8993,"0.0139, 0.0000, 0.0000",
122,8181356,1.9103,"0.0140, 0.0000, 0.0000",
123,772796,1.9157,"0.0141, 0.0001, 0.0000",
124,772797,1.9164,"0.0141, 0.0001, 0.0000",
125,8091936,1.9283,"0.0141, 0.0060, 0.0008",
126,793793,1.9670,"0.0109, 0.0091, 0.0006",
127,783595,2.1798,"0.0137, 0.0064, 0.0014",
128,8114863,2.2650,"0.0056, 0.0046, 0.0046",
