Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,781923,1.0000,0.0057,3000,✅
2,781915,1.0000,0.0064,3000,
3,781912,1.0000,0.0057,3000,
4,8126327,1.0000,0.0082,3000,
5,793796,0.9977,0.0111,2993,
6,8126325,0.9727,0.0095,2918,
7,8126238,0.9557,0.0098,2867,
8,777553,0.9400,0.0103,2820,
9,8122655,0.9197,0.0098,2759,
10,788771,0.9123,0.0109,2737,
11,8166043,0.8890,0.0099,2667,
12,781916,0.8860,0.0116,2658,
13,781917,0.8823,0.0099,2647,
14,793426,0.8753,0.0106,2626,
15,8103578,0.8640,0.0096,2592,
16,765201,0.8190,0.0113,2457,
17,8166038,0.7993,0.0101,2398,
18,777551,0.7940,0.0123,2382,
19,8122643,0.7773,0.0107,2332,
20,794273,0.7737,0.0089,2321,
21,777141,0.7347,0.0108,2204,
22,791705,0.7017,0.0100,2105,
23,8089434,0.6760,0.0116,2028,
24,794262,0.6670,0.0111,2001,
25,8093514,0.6513,0.0093,1954,
26,765202,0.6487,0.0109,1946,
27,8179627,0.6277,0.0116,1883,
28,785887,0.6230,0.0101,1869,
29,8178944,0.6063,0.0063,1819,
30,776840,0.5930,0.0120,1779,
31,779861,0.5917,0.0104,1775,
32,777240,0.5797,0.0095,1739,
33,8117985,0.5703,0.0101,1711,
34,8139718,0.5613,0.0115,1684,
35,775316,0.5587,0.0110,1676,
36,8181152,0.5453,0.0111,1636,
37,794515,0.5320,0.0105,1596,
38,781914,0.5043,0.0107,1513,
39,784111,0.5003,0.0120,1501,
40,8174397,0.4927,0.0105,1478,
41,8148795,0.4910,0.0121,1473,
42,781613,0.4727,0.0115,1418,
43,777133,0.4693,0.0094,1408,
44,774135,0.4583,0.0116,1375,
45,8139855,0.4417,0.0100,1325,
46,777991,0.4353,0.0114,1306,
47,778844,0.4250,0.0127,1275,
48,781282,0.4193,0.0116,1258,
49,8103576,0.4140,0.0086,1242,
50,8088206,0.4107,0.0103,1232,
51,777217,0.3970,0.0107,1191,
52,8063088,0.3890,0.0105,1167,
53,777043,0.3767,0.0111,1130,
54,779699,0.3603,0.0107,1081,
55,778897,0.3340,0.0105,1002,
56,8144696,0.2893,0.0112,868,
57,793791,0.2753,0.0116,826,
