Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,793997,0.8843,0.0095,2653,
2,8176978,0.8790,0.0109,2637,
3,8179629,0.8750,0.0118,2625,
4,8176966,0.8650,0.0109,2595,
5,793975,0.8620,0.0097,2586,
6,8179611,0.8593,0.0106,2578,
7,793978,0.8593,0.0100,2578,
8,780254,0.8123,0.0103,2437,
9,772769,0.7933,0.0120,2380,
10,777942,0.7693,0.0100,2308,
11,785149,0.7393,0.0127,2218,
12,772749,0.7280,0.0099,2184,
13,772801,0.7260,0.0091,2178,
14,772741,0.7230,0.0099,2169,
15,780300,0.7193,0.0093,2158,
16,780299,0.7170,0.0102,2151,
17,793998,0.6900,0.0090,2070,
18,772809,0.6613,0.0086,1984,
19,788920,0.5790,0.0118,1737,
20,784907,0.5610,0.0082,1683,
21,783619,0.5183,0.0093,1555,
22,793982,0.4970,0.0121,1491,
23,8087967,0.4887,0.0083,1466,
24,793981,0.4810,0.0112,1443,
25,8095212,0.4430,0.0104,1329,
26,779434,0.4013,0.0103,1204,
27,779530,0.3590,0.0107,1077,
28,779533,0.3293,0.0109,988,
29,771731,0.3077,0.0084,923,
30,8091602,0.2830,0.0125,849,
31,8112097,0.2563,0.0095,769,
32,787629,0.2493,0.0127,748,
33,792937,0.2070,0.0114,621,
34,780827,0.1133,0.0124,340,
