Rank,CAD,RANSAC Fitness,RANSAC RMSE,Num Inliers,Status
1,784856,0.5893,0.0126,1768,✅
2,788786,0.5197,0.0119,1559,
3,781831,0.5020,0.0121,1506,
4,8088959,0.4387,0.0110,1316,
5,779530,0.4223,0.0108,1267,
6,8087967,0.4197,0.0107,1259,
7,777155,0.4180,0.0126,1254,
8,779533,0.4150,0.0116,1245,
9,771612,0.4130,0.0132,1239,
10,785159,0.4073,0.0125,1222,
11,779815,0.4057,0.0115,1217,
12,8092992,0.3990,0.0126,1197,
13,771615,0.3767,0.0122,1130,
14,779434,0.3653,0.0116,1096,
15,772144,0.3633,0.0125,1090,
16,787913,0.3560,0.0119,1068,
17,781926,0.3487,0.0113,1046,
18,792161,0.3483,0.0110,1045,
19,8172406,0.3400,0.0127,1020,
20,8092901,0.3350,0.0121,1005,
21,8126425,0.3310,0.0121,993,
22,794870,0.3287,0.0127,986,
23,784907,0.3270,0.0118,981,
24,785173,0.3193,0.0127,958,
25,768552,0.3157,0.0121,947,
26,8172410,0.3133,0.0114,940,
27,783596,0.2817,0.0119,845,
28,8141860,0.2787,0.0118,836,
29,8149518,0.2757,0.0125,827,
30,785169,0.2710,0.0120,813,
31,794008,0.2703,0.0128,811,
32,794871,0.2563,0.0114,769,
33,8143504,0.2490,0.0114,747,
34,8125655,0.2477,0.0119,743,
35,772132,0.2100,0.0119,630,
36,8112097,0.2070,0.0114,621,
37,8181354,0.1717,0.0123,515,
38,798475,0.1710,0.0121,513,
39,798480,0.1687,0.0121,506,
40,787914,0.1583,0.0121,475,
41,788698,0.1583,0.0112,475,
42,775262,0.1297,0.0117,389,
